Objective1,Objective2,Objective3
25,1933.880831033976,2867.070474241984
25,1844.0690090505411,3000.936714701485
26,1805.8419150636603,3113.4146588145454
24,1791.6369531872554,3130.331533069967
25,1770.8050803507135,3300.4368185247604
25,1771.6581257595585,3259.6999319695315
25,1844.0690090505411,3000.936714701485
26,1807.7387121221939,3100.0583380724775
25,1927.21737949479,2891.2485066877907
25,1973.4035493861297,2859.7738583565497
24,1791.4112596930747,3162.3127080340987
25,1910.8970928847189,2895.406198466586
24,1819.394581299456,3031.499686025078
25,1870.2441642460724,2971.569088287167
24,1813.4809169110429,3099.083422932446
25,1872.8459412012796,2925.7183009453074
25,1910.8970928847189,2895.406198466586
25,1906.015295578831,2904.456647099589
25,1814.2533867499508,3018.797787184219
25,1872.8459412012796,2925.7183009453074
25,1771.6581257595587,3259.699931969531
25,1929.6526825003182,2875.958849699028
25,1819.639196777157,3005.850623602886
26,1767.413862690817,3373.627421173093
24,1813.4809169110429,3099.083422932446
