Iteration, IGD
1,0.7248336564032821
2,0.6411453175334352
3,0.5689265815264523
4,0.5628953521686525
5,0.5388278305086454
6,0.5019349560213493
7,0.47554484661454005
8,0.458520207406865
9,0.4364317891054547
10,0.4264178340051409
11,0.4219836592011406
12,0.4217925716074122
13,0.4205790686066133
14,0.4203213560473539
15,0.41636404090206197
16,0.41255407042562203
17,0.3866777382378669
18,0.3830462199889466
19,0.3784173922760525
20,0.37401066963289487
21,0.3739429670408784
22,0.37085577346325105
23,0.36978729673587246
24,0.36978729673587246
25,0.36832534008302104
26,0.36114866856832406
27,0.35445838016842096
28,0.35437408555642996
29,0.3539422720853637
30,0.3539422720853637
31,0.3539422720853637
32,0.3539422720853637
33,0.3539422720853637
34,0.3537904991870748
35,0.3461161774473846
36,0.3461161774473846
37,0.34577946677412763
38,0.34577946677412763
39,0.34428301841568393
40,0.3441468818516766
41,0.3441468818516766
42,0.3382399771531788
43,0.33469211477630995
44,0.3338748175009112
45,0.3338748175009112
46,0.3299895581580661
47,0.3299895581580661
48,0.32988090049150715
49,0.3295527499697393
50,0.3294929277683776
51,0.3294929277683776
52,0.3294929277683776
53,0.3294929277683776
54,0.329404319996434
55,0.32936004916657347
56,0.3289122628224227
57,0.3289122628224227
58,0.3289122628224227
59,0.3289122628224227
60,0.3289122628224227
61,0.3289122628224227
62,0.3289122628224227
63,0.3289122628224227
64,0.3289122628224227
65,0.3278856637324425
66,0.32788332941397746
67,0.3276855822140354
68,0.3276855822140354
69,0.32649201929303884
