Objective1,Objective2,Objective3
24,905.7567773649904,2259.605603731772
25,879.6473532560747,2370.63414453407
25,820.0694346497357,2557.5488837093
24,856.7407100775072,2477.230085173676
25,839.8438653092629,2484.7288747330144
25,812.2436625160647,2620.737970277503
24,845.1007750638828,2530.738451139098
24,848.8185714388194,2528.5774578247933
25,813.1657634031629,2620.500234547586
24,847.1857834565069,2530.7384511390965
25,840.070970092846,2446.485947199134
24,832.4290178541507,3056.272340747651
24,814.1187367912789,3141.372377501347
25,838.2706549238177,2498.295932006054
25,813.2118936016187,2619.9865468935104
25,866.6028258942104,2395.6884022735812
25,839.913272912663,2482.150507971386
24,876.6667352697046,2424.1704713260547
24,916.1890479228076,2254.3802383501934
24,848.83554621828,2492.231602686515
25,847.4908884219044,2425.1943613510093
25,814.1789579574141,2585.1669959978326
25,840.070970092846,2446.485947199134
24,871.5852672462611,2426.3876216916406
25,823.863591142123,2507.196221689571
24,827.7215709600081,3059.063260082079
25,794.9283248635638,2674.2564342870837
25,813.2118936016187,2619.9865468935104
24,820.9704020213059,3062.500197068126
25,807.0241163977909,2620.97476085201
24,897.4841526629459,2336.2650933790446
25,829.9864343556217,2501.2954900605455
24,881.4443062467968,2356.502742220225
24,865.5226509644385,2456.849867686086
