Iteration, HV Value
1,0.6135762813886821
2,0.62812864114359
3,0.6339884586372823
4,0.638602589800898
5,0.6390685885790189
6,0.6428081654040032
7,0.6435933365234929
8,0.6436011611804148
9,0.644590684162624
10,0.644595370655644
11,0.6446023168866333
12,0.6446023168866333
13,0.6446027904026638
14,0.6446027904026638
15,0.6447072702133344
16,0.6447078542901667
17,0.6447078542901667
18,0.6447078542901667
19,0.6447078542901667
20,0.6447078550118701
21,0.6447138811877628
22,0.645344892311067
23,0.6453448925043681
24,0.6453448971193426
25,0.6453450520512873
26,0.6453450541564685
27,0.6453985334746405
28,0.6453985334746405
29,0.645416484528603
30,0.6454315543084163
31,0.6454315543084163
32,0.6454436354799483
33,0.6454436407104014
34,0.6454470826103199
35,0.6454491137510492
36,0.6454574125158894
37,0.6454574127025948
38,0.6454574127025948
39,0.6454574132304595
40,0.6454574132304595
41,0.6454574132304595
42,0.6454574132304595
43,0.6454574132304595
44,0.6454574193240488
45,0.6454576984903978
46,0.6454576984903978
47,0.6456033523810851
48,0.6456033523810851
49,0.6456033523810851
50,0.6456033523810851
51,0.6456067397160112
52,0.6456067397751631
53,0.6456067397751631
54,0.6456071738548372
55,0.645610848698582
56,0.6456752596387869
57,0.6459281903379721
58,0.6459281903379721
59,0.6462185704951021
60,0.6464929682184625
61,0.6491327503132328
62,0.6492077485710144
63,0.6492079333689148
64,0.6492115436058368
65,0.6492115436058368
66,0.6493371579469399
67,0.6494314908608114
68,0.6494358531093138
69,0.6494398309521102
70,0.6494398309521102
71,0.6494413316512739
72,0.6494413316512739
73,0.6501106134165621
74,0.6501190784351348
75,0.6501349860101483
76,0.6501349860101483
77,0.6501352995998196
78,0.6501375047796429
79,0.6501743798094867
80,0.6507295427398383
81,0.6507295444615466
82,0.6507346448365124
83,0.6507351892397519
84,0.6507370979978736
85,0.6507391895685407
86,0.6507393528194988
87,0.651015951563042
