Iteration, IGD
1,0.6902951201544166
2,0.6323375361055826
3,0.5637788346918231
4,0.556396158576651
5,0.5321462780421959
6,0.4863367708017683
7,0.4580558850193798
8,0.42274063913887233
9,0.42057083915149074
10,0.3998725653185932
11,0.39127364751337157
12,0.39105497896696273
13,0.39105497896696273
14,0.39027552880345534
15,0.3860850842863332
16,0.3842144142628007
17,0.37912795222244133
18,0.37894768523582967
19,0.3780228359631668
20,0.3780110506616403
21,0.36820732887206004
22,0.36816833652184633
23,0.36591935831660033
24,0.36591935831660033
25,0.36591935831660033
26,0.3657870897431061
27,0.36135802411501294
28,0.36063180696654196
29,0.35680227942201037
30,0.35621151909885024
31,0.3562111800815557
32,0.3562111800815557
33,0.3562111800815557
34,0.35226009329770347
35,0.35222475670380704
36,0.35222475670380704
37,0.3518416973920775
38,0.3513067286636703
39,0.3513067286636703
40,0.35017218432585245
41,0.35017218432585245
42,0.3493214952892078
43,0.3359822137941943
44,0.3359822137941943
45,0.3359822137941943
46,0.33210002967069785
47,0.33210002967069785
48,0.33210002967069785
49,0.3319130164160829
50,0.33182690378235496
51,0.3292944767978656
52,0.3292944767978656
53,0.3286149191657411
54,0.3286149191657411
55,0.32782930552917244
56,0.32782930552917244
57,0.32782930552917244
58,0.3262914763222733
59,0.3262914763222733
60,0.3262713637326992
61,0.3259325077257257
62,0.3259325077257257
63,0.3259325077257257
64,0.3258212255155034
65,0.3258212255155034
