Iteration, IGD
1,0.8136634560056377
2,0.7505120068505197
3,0.5663549313973152
4,0.4308015948426103
5,0.4308015948426103
6,0.37501164737885384
7,0.3747398429562698
8,0.3589743094937354
9,0.3589743094937354
10,0.3417930208896855
11,0.341114345425099
12,0.3380987598790133
13,0.3310488741450181
14,0.3310488741450181
15,0.3307758738719626
16,0.3307758738719626
17,0.32983325988146556
18,0.32561048354795674
19,0.2850945211741468
20,0.2813146126048849
21,0.2813146126048849
22,0.26858764915108435
23,0.26804807376023587
24,0.2675476213071298
25,0.267096572617463
26,0.26653882035562343
27,0.2648006311997044
28,0.2648006311997044
29,0.26451411798297486
30,0.26451411798297486
31,0.26451411798297486
32,0.2627741515785079
33,0.2627741515785079
34,0.262758401985411
35,0.25436158191068325
36,0.25436158191068325
37,0.2543499936459465
38,0.2542373756674076
39,0.2542373756674076
40,0.2535041184010589
41,0.2535041184010589
42,0.2535041184010589
43,0.2535041184010589
44,0.2535041184010589
45,0.25349560871264887
46,0.25349560871264887
47,0.25259019857338144
48,0.24957583059623278
49,0.24097757907630077
50,0.2185443476972002
51,0.2132312987193071
52,0.21320303378812455
53,0.21320303378812455
54,0.2127494786714424
55,0.210845914158687
56,0.210845914158687
57,0.210845914158687
58,0.210845914158687
59,0.210845914158687
60,0.210845914158687
61,0.210845914158687
62,0.21080702254958564
63,0.20805292297028707
64,0.19313542135960443
65,0.18998888814547377
66,0.18998888814547377
67,0.18781523791014837
68,0.18781523791014837
69,0.18781523791014837
70,0.18735999019033545
71,0.18735999019033545
