Iteration, HV Value
1,0.6118657923461219
2,0.6123465149972179
3,0.6161894055172724
4,0.6175471944854382
5,0.6198468920077547
6,0.6198520673549383
7,0.6239397110265991
8,0.6247165793900946
9,0.6247335068268496
10,0.6247393277147869
11,0.6247447037097229
12,0.6247477492711119
13,0.6247482193959331
14,0.6247527694730999
15,0.625669288415805
16,0.625693891594386
17,0.62574637468161
18,0.6259084148504224
19,0.6259100875070599
20,0.6259100875070599
21,0.6259173609684754
22,0.6259175727414391
23,0.6259275217881815
24,0.6259288363886302
25,0.6259304086114279
26,0.6259304104067229
27,0.6259304249640832
28,0.6259304771632656
29,0.6259336099600726
30,0.6277679415223378
31,0.6277680683379775
32,0.6277680683379775
33,0.6277680738357572
34,0.6277682252260047
35,0.6277693936542005
36,0.627777357511755
37,0.6277773586923373
38,0.6282345157883115
39,0.6282458020632127
40,0.6282458092074209
41,0.6282458116018123
42,0.6282458264836064
43,0.6282458266659178
44,0.6282458491594266
45,0.6282458654294223
46,0.6282459157335161
47,0.6282472380385123
48,0.6282472381451162
49,0.6282472390071231
50,0.6282489429261546
51,0.6282489446147078
52,0.6282494437431045
53,0.6282497926667369
54,0.6282502115765136
55,0.6282502385984527
56,0.631954520302677
57,0.6319545935078213
58,0.63195460516682
59,0.63195460516682
60,0.6319548760493706
61,0.6319549787831854
62,0.6319549794152829
63,0.6319550556155396
64,0.6319550556155396
65,0.6319562397656725
66,0.6319571964997031
67,0.6319587514772893
68,0.6319588079779014
69,0.6319649214321499
70,0.6319649341015197
71,0.6319649446432991
72,0.6325177204872617
73,0.6325180517616863
74,0.6325180517616863
75,0.6325180541560342
76,0.6325180541560342
77,0.6325181037224139
78,0.632518104469726
79,0.632518104469726
80,0.632518217025821
