Iteration, IGD
1,0.6824490057002817
2,0.6585675001077282
3,0.6306961972101714
4,0.6138168200178362
5,0.6086958234499253
6,0.6025307425265346
7,0.5882816234666616
8,0.5682579583046062
9,0.5556617069868942
10,0.5434150600417452
11,0.5332539805461848
12,0.5255251454653614
13,0.5169742056082669
14,0.5016290938726384
15,0.49413284646040334
16,0.48817370145325645
17,0.47294598785059777
18,0.4696444171402741
19,0.4654105196284137
20,0.4595591473080047
21,0.45435480878330475
22,0.4481746550694241
23,0.4420934695143368
24,0.437388303864134
25,0.4355004230230746
26,0.42693088939761153
27,0.42458394861469984
28,0.42174458367034345
29,0.41725423145872226
30,0.41552402909038366
31,0.4152564802154614
32,0.4088800846853197
33,0.4063491640838625
34,0.40551842851051684
35,0.40169753705818073
36,0.3946534206820567
37,0.3920658785181692
38,0.3908773475926489
39,0.3874006928175795
40,0.38288430639203247
41,0.37978561716365017
42,0.3736220930253299
43,0.36766632571978164
44,0.3729060776959103
45,0.3719683917833947
46,0.36662590552480856
47,0.3615469406543934
48,0.35757851969529464
49,0.3558819793211412
50,0.3535904423183888
51,0.35248608178837015
52,0.35055785616068436
53,0.34969545848546396
54,0.3420203681378092
55,0.3389481145635744
56,0.33838922514742653
