Objective1,Objective2,Objective3
25,859.3003241039069,2255.488356355153
25,866.778618093251,2250.0405321420935
24,792.6195463726284,2507.0569665416733
25,778.9762260447108,2574.617046563497
25,835.8034871663518,2292.839811851939
25,840.1843787733529,2286.7621069009565
25,840.9672041577985,2284.68928349846
25,780.2644388466517,2566.2936656508255
24,860.5049056487777,2312.769496010679
25,849.3428416595765,2265.431359151771
25,818.6003177432026,2362.131407783492
24,839.1226563880015,2339.2326554405054
24,853.18936051429,2336.284875142557
25,806.1309919586758,2419.5229817226277
24,839.1226563880015,2339.2326554405054
25,820.2708570918846,2329.8766086857395
24,907.0930313731654,2280.544535275674
25,858.4910472803616,2257.167127007187
25,859.6833104091011,2255.0943036046906
25,827.257457042669,2313.3803892300025
25,837.4214311080493,2292.0658342872453
24,863.7134500364333,2282.581430963017
25,818.2110555674416,2394.3356073164086
24,804.9289609377272,2447.409683512129
25,816.5233194157302,2417.6283648782774
24,836.7917316478672,2358.379530586154
24,824.9640431203381,2447.4096835121286
25,845.5641255496777,2283.785409336233
25,854.0837042342608,2262.8507792077066
25,818.2110555674416,2394.3356073164086
25,817.1500020691913,2398.181337513891
25,870.145181310631,2247.8161198779817
24,836.4946246900354,2363.4924459921053
24,799.8818361454834,2504.0131317105024
24,831.2082359584723,2363.553832207187
25,892.8273877847663,2247.8161198779812
25,869.3528276552504,2249.296508137592
24,826.2656690693062,2390.672842592613
24,830.1381001182017,2373.9489299856027
24,800.7533345894603,2478.4064370881015
25,831.6320588164962,2311.4110391615536
24,855.9257597975464,2315.4258655233575
24,861.2230476316284,2284.887285430799
25,863.0982251348831,2254.2381891844907
24,878.7142876303972,2282.2326957536
