Objective1,Objective2,Objective3
25,470.4481177056918,2834.02471434759
36,372.6291112670151,3255.8472999471023
27,408.084792254891,2610.5175113080254
25,471.9400360672933,2824.5974193105085
26,415.3115860773066,2665.6494567424243
25,470.4481177056918,2834.02471434759
33,378.3585947259435,2949.1400024830446
35,376.8552692203056,3179.106860625959
31,389.11072907008975,2777.7732352552644
34,377.2996079195901,3208.3871834690203
27,405.153008481874,2611.916164516392
29,394.6742391243606,2699.7999260256693
32,384.32600235275885,2809.90198350782
29,395.0123053113484,2669.3584532384625
28,399.7023203205671,2638.2507499155713
28,399.7023203205671,2638.2507499155713
35,376.197286310791,3202.9647736867432
30,392.3143736223674,2732.5653931236143
32,380.42009676183085,2912.945144743015
30,392.3143736223674,2732.5653931236143
33,382.292088158114,2827.4125242732257
31,383.9554658709059,2868.2152156520674
32,380.42009676183085,2912.945144743015
31,383.9554658709059,2868.2152156520674
31,383.9554658709059,2868.2152156520674
30,391.8157482204945,2813.2722020799133
31,383.9554658709059,2868.2152156520674
25,470.4481177056918,2834.02471434759
