Iteration, IGD
1,0.876612254755853
2,0.790465700284342
3,0.767777043496495
4,0.7677737819063176
5,0.7473587497142049
6,0.6870407565618794
7,0.6846920652905001
8,0.6801286934932669
9,0.6801286934932669
10,0.6801146474212192
11,0.6801146474212192
12,0.6730286928194235
13,0.6416662105845429
14,0.6411903040166888
15,0.6379696317312029
16,0.6336594873777918
17,0.6223480188495314
18,0.6223480188495314
19,0.6222859228513384
20,0.6222859228513384
21,0.6222859228513384
22,0.6222859228513384
23,0.6222859228513384
24,0.6222859228513384
25,0.6222859228513384
26,0.6222859228513384
27,0.6222859228513384
28,0.6222859228513384
29,0.608248175529853
30,0.6077494066148751
31,0.6077494066148751
32,0.6077494066148751
33,0.605916717562654
34,0.605916717562654
35,0.6058237556584958
36,0.6058237556584958
37,0.6058237556584958
38,0.6058237556584958
39,0.6058237556584958
40,0.6048739008003065
41,0.6040503634487524
42,0.5986940844039524
43,0.597373239201135
44,0.5936822640962666
45,0.592974693597192
46,0.592974693597192
47,0.5918418057955409
48,0.5918418057955409
49,0.5918418057955409
50,0.5918418057955409
51,0.5903275357420382
52,0.5903275357420382
53,0.5903275357420382
54,0.5899689092989637
55,0.5899409137102765
56,0.5899409137102765
57,0.5899409137102765
58,0.5881795744324035
59,0.5881795744324035
60,0.5881795744324035
61,0.5878894076460836
62,0.5845119902581398
63,0.5843505809689254
64,0.569797738783028
65,0.5697798183741252
66,0.5697798183741252
67,0.5697798183741252
68,0.5667265208222809
69,0.5667265208222809
70,0.5667265208222809
71,0.5667250708827288
72,0.5666858673465724
73,0.566020603450383
74,0.565467961465827
75,0.565467961465827
76,0.5593894492779556
77,0.5593894492779556
78,0.5593894492779556
79,0.5593894492779556
80,0.5593894492779556
81,0.5590597370488262
82,0.5590597370488262
83,0.5590597370488262
84,0.5590597370488262
85,0.558142977201915
86,0.558142977201915
87,0.558142977201915
