Objective1,Objective2,Objective3
24,1983.3697980569855,3021.121105084442
25,1899.0546917317884,3246.416707104491
25,1903.9214644195135,3223.9193711299235
24,2093.8197292963514,2989.8079289827924
25,2035.021707641058,2982.97455324471
25,2027.4024947905496,3005.212598937614
24,1958.4428342968554,3031.749896712376
24,1947.64603510477,3032.740948183645
24,2069.2857089827953,3003.451790110701
25,1911.956273219052,3123.058213575453
24,2093.8197292963514,2989.8079289827924
25,1886.4099226923436,3264.5452901874337
25,1904.0415179199174,3223.4558486640144
25,1911.956273219052,3123.058213575453
25,1905.501983879063,3215.6008339885493
24,1966.9477513938618,3030.991644212808
24,1946.6871875608197,3053.7715741640727
24,2021.5996017528792,3015.469296841943
26,2019.3495926838734,3004.3654291113235
24,1946.6871875608197,3053.7715741640727
24,2074.04530635829,2997.8960565302013
24,2025.1100744775404,3012.5874622851247
25,1890.4178684977774,3253.143603446694
25,2008.7863686633393,3005.91855857308
24,1946.6871875608197,3053.7715741640727
24,1946.6871875608197,3053.7715741640727
24,1946.7186956656785,3049.938451442916
24,1991.8747151539922,3020.362852584874
25,1907.7906025859666,3192.6634855880025
24,1913.4291380270836,3068.144164554381
25,1897.5398310078028,3251.256451131212
25,1868.711866715462,3269.9883149236034
25,1899.0546917317884,3246.416707104491
24,2074.04530635829,2997.8960565302013
