Iteration, IGD
1,0.8876001134681737
2,0.7641637418831644
3,0.7621184582311143
4,0.7621088008400114
5,0.6864198181627797
6,0.6774651083652853
7,0.673001989551481
8,0.6719309069826506
9,0.6702357355136449
10,0.6702357355136449
11,0.6698078533419963
12,0.6697221880706509
13,0.6696100266658108
14,0.6587458207898307
15,0.6563660138184265
16,0.6557813150520441
17,0.6557813150520441
18,0.6544179402366462
19,0.6495568862036477
20,0.6495568862036477
21,0.6491637625809996
22,0.641425447654811
23,0.6404964776903341
24,0.6404964776903341
25,0.6355478496254301
26,0.6354486518593251
27,0.6354486518593251
28,0.6354486518593251
29,0.6342582917140964
30,0.6228957009601416
31,0.6228884475767362
32,0.6228884475767362
33,0.6095068410540541
34,0.6092430428666801
35,0.6051706369877514
36,0.6050154397888958
37,0.6050154397888958
38,0.6022975089056222
39,0.6022975089056222
40,0.5989586553154957
41,0.5968416598534197
42,0.5965520721840161
43,0.5965123382799975
44,0.5945067208190992
45,0.5943468179046794
46,0.5932594698504521
47,0.5859390010530457
48,0.5859390010530457
49,0.5857495605600843
50,0.584168253968808
51,0.584168253968808
52,0.583665812541421
53,0.583665812541421
54,0.5836037520052199
55,0.5836037520052199
56,0.583578426938454
57,0.583578426938454
58,0.583578426938454
59,0.583578426938454
60,0.583578426938454
61,0.583578426938454
62,0.583578426938454
63,0.582459356993994
64,0.582396897720972
65,0.5667424382935781
66,0.5667355412880873
67,0.5667355412880873
68,0.5667355412880873
69,0.5667355412880873
70,0.5661008440110783
71,0.5661008440110783
