Iteration, IGD
1,0.36904856130360747
2,0.3482847561317329
3,0.335179498783666
4,0.33171241930545003
5,0.3275389106910066
6,0.3331882305031793
7,0.3225587663274161
8,0.3156664696658535
9,0.30830159853281214
10,0.3032041690579048
11,0.29909017156103596
12,0.2937259401139701
13,0.28051541914507583
14,0.2743416563102641
15,0.27236908894544504
16,0.26627738783510047
17,0.2626876297490183
18,0.2568358440005217
19,0.2549835816397195
20,0.2479307308355236
21,0.23887796786530457
22,0.2324843358139053
23,0.22979870600447366
24,0.2270348404990909
25,0.22541514579752298
26,0.22375911799909534
27,0.21904748278403077
28,0.21628183479659818
29,0.2150043203906148
30,0.21386682978960941
31,0.21247991949716813
32,0.2067106363621044
33,0.20211074286588582
34,0.20167031708548627
35,0.20088493121683126
36,0.1985864311994739
37,0.19930155899257088
38,0.19685722362544156
39,0.19442884616024114
40,0.19287466811441625
41,0.19003954077589624
42,0.1884093416677424
43,0.18556700035940232
44,0.18120020241094
45,0.17509279531891628
46,0.17300793404409828
47,0.17405075094180156
48,0.1718970977652107
49,0.1725355063639697
50,0.17104971969651192
51,0.1733254082789274
52,0.16963243802595232
53,0.16835292292690288
54,0.16686818516980848
55,0.16674618116294365
56,0.16687785937225136
57,0.16310308209902896
58,0.16259352887178594
59,0.16108389344951557
60,0.1579937733364609
61,0.15761859125386668
62,0.15675243525631502
63,0.15796549951920016
64,0.15748778483132486
65,0.15547180279106146
66,0.1553679809142028
67,0.15528212377202694
68,0.1539562708168237
69,0.15400659489834953
70,0.15437230894682596
71,0.1536578683705288
72,0.1516143944186482
73,0.15014704614052488
74,0.1487677210219073
75,0.1464393245664732
76,0.1474933359873654
