Objective1,Objective2,Objective3
25,410.08144342660717,2522.9293329197644
26,389.1238528831197,2501.1308660345194
32,357.4938399288501,2787.9085258573027
25,400.044458971198,2579.2228570139005
30,366.0621567876547,2685.3775081163185
30,368.2299680824925,2611.3476226854327
32,359.65913942231674,2740.5034214869256
28,375.67289757808805,2691.144968841033
29,371.96683204172587,2585.786788365279
25,405.0692178185631,2559.389083504648
26,388.0247590765916,2512.743674786614
27,383.95164642694635,2517.0185596605984
28,378.0050512677584,2623.013659666711
27,383.31802649619937,2644.0251154964662
31,362.8041921479456,2732.3122736127316
31,360.2761873847619,2775.8595203418663
29,370.584252199683,2710.8966306071284
31,363.44799863931064,2725.7818110521803
28,379.27902943555927,2565.0970324065956
29,371.11504569875274,2646.554457688793
29,370.584252199683,2710.8966306071284
27,383.31802649619937,2644.0251154964662
28,378.0050512677584,2623.013659666711
30,364.84508635522315,2732.5034287274966
31,363.44799863931064,2725.7818110521803
29,371.11504569875274,2646.554457688793
