Iteration, HV Value
1,0.5646106197395893
2,0.5754179762223208
3,0.5844676388628
4,0.5860878758753565
5,0.5878404762542155
6,0.5890512024801842
7,0.5898560266044717
8,0.589910757810795
9,0.5899279294998745
10,0.589928839090664
11,0.5924368146259511
12,0.5924666877348003
13,0.5924810946998518
14,0.5924836260877375
15,0.5924838624609061
16,0.5925264641275017
17,0.5938560784692937
18,0.5958014425157903
19,0.5973916559596975
20,0.597460433592073
21,0.5979123884074656
22,0.5979163607674531
23,0.5979345876159979
24,0.598008116905328
25,0.5980268667226525
26,0.5980297530211418
27,0.5980308920012241
28,0.5980313559283278
29,0.6003666077169363
30,0.6004457364684945
31,0.6004771570500734
32,0.6005068592309176
33,0.6005205300727103
34,0.6007244523418577
35,0.6012280979386162
36,0.6012281359971714
37,0.6012454838828716
38,0.6012516966957402
39,0.6012528786821497
40,0.6012529425194493
41,0.6040507418453076
42,0.6041036935832629
43,0.6041036946685403
44,0.6043265978945752
45,0.6043266726277218
46,0.6043274626729749
47,0.6043275654801805
48,0.6046516649906017
49,0.6064900070681143
50,0.606492523021479
51,0.6065251008394998
52,0.6065560209745132
53,0.6065659299277756
54,0.6065717800477788
55,0.6065718347564549
56,0.6065724524719779
57,0.6070094877929679
58,0.6070094918282114
59,0.6070151482487173
60,0.607437058191004
61,0.6078901580765605
62,0.6078906847391788
63,0.6079022692607007
64,0.6079022939867696
65,0.6079058695846397
66,0.6079096306658303
67,0.6079113208982475
68,0.607915327377314
69,0.6081342822597438
70,0.6088321965326123
71,0.6088332870291733
72,0.6088333168148968
73,0.6088335563878197
74,0.6088469125017135
75,0.6088469820578979
76,0.6088539483502212
77,0.6088539483684735
78,0.6088692013348131
