Iteration, HV Value
1,0.6056896992796242
2,0.6164266538668242
3,0.6228055656239397
4,0.6243911451294407
5,0.626955187475479
6,0.6269658520450034
7,0.6279681293083036
8,0.628675329062153
9,0.6298859096416459
10,0.6298909809368686
11,0.62996918917159
12,0.6308588877607239
13,0.6308677039643542
14,0.6308818855291297
15,0.6345760406417774
16,0.6345873805708085
17,0.6346011514890284
18,0.6346029631614559
19,0.6346059769775663
20,0.6346073542669043
21,0.6346108671525231
22,0.6346110110331386
23,0.6346393790381175
24,0.634644805733706
25,0.6364346465890585
26,0.6364368557714841
27,0.6364432134223996
28,0.636458707433064
29,0.6364644212633724
30,0.636478415769209
31,0.6364786070659497
32,0.6366846868594396
33,0.6367253902141461
34,0.6371020122017025
35,0.6371020435904181
36,0.6372868653774829
37,0.6372871708860357
38,0.6372887681143898
39,0.637812742170072
40,0.6378152913595443
41,0.6378207800410353
42,0.6378339609923622
43,0.6378339999206311
44,0.6378339999206311
45,0.6378340579259365
46,0.6378340621695903
47,0.6378342602731962
48,0.6378405446818474
49,0.6395764650761239
50,0.6395767662069332
51,0.6395784541323525
52,0.6395787769688398
53,0.6395789137263119
54,0.6395884344462552
55,0.6395884409171814
56,0.6395887676620756
57,0.6395896752541942
58,0.6395897611359077
59,0.6395939025298816
60,0.639595034539818
61,0.6395951674535536
62,0.639600460172336
63,0.6396011678706894
64,0.6396019214560498
65,0.6396033543916188
66,0.6396054984521513
