Objective1,Objective2,Objective3
25,420.4177371334273,2580.496063149496
26,391.72161529528086,2548.782767556613
40,327.17124060017215,3213.7465870404517
37,332.92691755586895,3073.526323311271
39,329.7465069776485,3166.723500425196
30,358.7846918832343,2692.437857079351
28,369.28831776742,2588.688230427676
31,351.2629866879248,2720.6949503531637
34,341.34524781255044,2960.9344522685715
36,333.87396100783894,3004.4983016028787
25,420.4177371334273,2580.496063149496
35,336.9808386661832,2985.147049039477
32,346.5167137844251,2788.7966562027154
32,350.50280440173094,2787.2698973134975
33,346.30406830492154,2867.7687668312033
27,379.8513172868137,2580.6445777638282
29,364.81406857387964,2631.4484277137376
33,344.6488671719517,2920.740705071699
26,386.9220781972391,2564.151825767171
27,381.5672621216493,2578.902933024536
29,363.73545992315417,2639.6010674952836
33,344.6488671719517,2920.740705071699
29,364.2815450081335,2632.144619592691
26,388.6380230320747,2562.4101810278794
25,420.4177371334273,2580.496063149496
25,420.4177371334273,2580.496063149496
