Iteration, IGD
1,0.8085977642602087
2,0.7992831215645224
3,0.7525189925768568
4,0.7341387761736374
5,0.7164145409979215
6,0.7037736764553856
7,0.6728761582905889
8,0.6681253024503657
9,0.6553696401338027
10,0.6446267009253855
11,0.6262228431861614
12,0.6178017245354828
13,0.6115397949893274
14,0.6001063413229741
15,0.5902222625591717
16,0.5839925538472809
17,0.5779849742667752
18,0.5719588728451459
19,0.5566161826626472
20,0.5452670480604545
21,0.5402121003314575
22,0.5184252406133959
23,0.5162244799706747
24,0.5075992542047991
25,0.4979734881695347
26,0.48882167562189394
27,0.4815233136202163
28,0.4731632068711975
29,0.46643627417232764
30,0.46467384153812896
31,0.4582732952678962
32,0.4550688838867119
33,0.44945909937675893
34,0.4424528511387208
35,0.4396064036461872
36,0.43511483362696723
37,0.4283307065960158
38,0.4300121676087771
39,0.4266896051981778
40,0.4191906227211055
41,0.41775155314732054
42,0.4123293535296888
43,0.4096402230014845
44,0.40686914937538954
45,0.4039486674771185
46,0.4012434312912213
47,0.3998911365535288
48,0.3942744977977124
49,0.37597363142552204
50,0.37429038271432397
51,0.3757171902243147
52,0.36902526236644223
53,0.36508311251287606
54,0.3599209360071663
55,0.3555373674835047
56,0.35043583546961954
57,0.3458886026423841
58,0.34256413088628135
59,0.34117310933764117
60,0.3388091787332762
61,0.3353801107632779
62,0.33422652288012045
