Objective1,Objective2,Objective3
31,379.72883906554415,2710.1529069385465
26,405.87745308693815,2507.7099453233236
25,420.45131035894406,2509.4394343748927
25,420.45131035894406,2509.4394343748927
27,396.22834872453427,2514.483107761243
27,393.56878523971716,2518.41873066843
31,380.5628424408687,2636.447027074258
26,404.6284877143582,2529.2825269682357
29,386.00143255395085,2572.1721288411836
28,386.5189785301313,2535.9512742745055
29,384.58331816400135,2680.5775137083115
28,386.58268297181166,2531.439734448886
25,420.2814802067482,2512.5506870110385
30,384.3339836541593,2614.8122256957113
29,385.8586172993836,2628.0930568093236
30,382.89121080739926,2631.878749157452
26,404.6978770969923,2525.0523589835557
30,382.2473747619614,2634.669127450778
30,380.9545570479574,2704.3482140793117
29,385.8586172993836,2628.0930568093236
25,420.45131035894406,2509.4394343748927
26,405.7528454130418,2511.9401133080037
30,382.2473747619614,2634.669127450778
25,420.45131035894406,2509.4394343748927
29,385.8586172993836,2628.0930568093236
