Iteration, IGD
1,0.7631495000305867
2,0.764829273285538
3,0.7837485738293185
4,0.8438758551450393
5,0.7574199346461473
6,0.6507657654420244
7,0.626707197275796
8,0.6181770453717071
9,0.617608664098045
10,0.6115069586913747
11,0.608535668081803
12,0.607809082973511
13,0.6039649386694411
14,0.5806158996131888
15,0.5797421867585871
16,0.5666885120057351
17,0.5531341630737364
18,0.5427975001421782
19,0.49216173404679336
20,0.49045172369223766
21,0.44384696326855666
22,0.3927109473093735
23,0.37809826575359695
24,0.368238726517282
25,0.35122604257921025
26,0.33980455391110664
27,0.3169283218818325
28,0.3072476218946011
29,0.3107323065697475
30,0.29809202548346536
31,0.2870336038141271
32,0.27724438238346305
33,0.26839909238247506
34,0.26795805286665886
35,0.2672870720738225
36,0.26686322374970983
37,0.2592181098418007
38,0.25382551017784427
39,0.24770948260745443
40,0.24039146168398925
41,0.2041263542490558
42,0.20252457256326603
43,0.19959017305290666
44,0.19763573864664713
45,0.1862442175620624
46,0.18482686363155745
47,0.18005771695906903
48,0.1797078267665645
49,0.17385816894712858
50,0.1714134591084716
51,0.17353815598635333
52,0.15794317750873252
53,0.14750773247752538
54,0.14002473181141675
55,0.13747069220288194
56,0.135512262465208
57,0.1322513612564674
58,0.12595457389449158
59,0.11639934700982947
