Objective1,Objective2,Objective3
35,340.078242636708,2899.3021996948632
25,465.67762930456513,3387.4424386973024
26,389.72891742738057,2483.31253290713
25,464.9288078387661,3458.2405893279065
25,464.9288078387661,3458.2405893279065
25,465.67762930456513,3387.4424386973024
34,343.7524991428154,2823.0788781797964
33,349.6095279264165,2796.9686934324445
27,383.7692231262138,2559.210280229652
29,376.0928531607593,2629.7443688865646
32,357.85093560235504,2710.230118244929
28,378.85008476361594,2596.2434493679443
28,383.61050263963426,2571.7769608325666
32,356.97492519457313,2775.876794840508
31,363.66637309736274,2702.8326063270483
31,363.7244535566355,2686.2787906719673
30,366.9885730048224,2667.2251473449487
29,378.82635093880015,2610.0357386833534
30,367.4464590688227,2657.068149996358
25,464.9288078387661,3458.2405893279065
30,367.4464590688227,2657.068149996358
32,356.97492519457313,2775.876794840508
25,464.9288078387661,3458.2405893279065
29,378.82635093880015,2610.0357386833534
25,465.67762930456513,3387.4424386973024
25,465.67762930456513,3387.4424386973024
