Objective1,Objective2,Objective3
24,2008.7528586033875,3154.49329297414
24,2052.8768561284137,3067.1876288280537
24,1944.2182853329698,3258.2113563462726
24,2078.430173570603,3057.8458094855146
25,1947.6066362461324,2993.781749469919
24,2016.5056241347065,3147.785012940199
26,1947.9430607675995,2966.3698345851412
24,2007.147567499868,3159.0188642832186
24,1989.6967440915687,3181.0709172398956
24,1880.1688155636227,3433.3399872564405
24,2036.6302725601222,3125.632450475343
24,1947.2558461641029,3248.869537003733
24,1907.846131734626,3296.3782340362777
24,1926.663750117316,3282.9869357729426
24,1944.2182853329696,3258.211356346273
24,1882.4885655468604,3420.981762890814
24,1890.2915965189725,3321.153813462947
24,1999.0548007264072,3169.837065896876
25,1914.0444640548103,3157.9239674185874
25,1942.5619362952418,3002.1713860902782
25,1902.2428074044406,3179.9421223689983
25,1917.541041565517,3015.390064767609
26,1897.8064502563775,3147.6691237923446
24,1896.218520702936,3313.580510386034
25,1961.573899850702,2937.332126726676
24,1935.6196877169161,3280.048213633172
26,1890.3149527816265,3217.374160322288
26,1901.7201070415656,3061.251566950663
24,2048.6635715159773,3121.3474546093307
24,1906.5939266165112,3299.1663833315556
24,1957.233427336751,3239.7929562782633
25,1960.1960298787717,2971.812611548361
24,1957.233427336751,3239.7929562782633
26,1932.8616214584988,2998.879216107587
25,1898.7453593891578,3192.145796262662
24,1973.5357574342897,3217.805526146871
24,1859.2610188891942,3448.241495240342
