Iteration, IGD
1,0.5162310081996996
2,0.5880167725119303
3,0.5761614303309346
4,0.5731735818586293
5,0.5682431516162513
6,0.5499319092949808
7,0.5203814061981578
8,0.48999707047363394
9,0.46810008012026083
10,0.4344290438495228
11,0.39368835128512086
12,0.3846107772779059
13,0.35996343304950834
14,0.3579882067251937
15,0.33740138761250527
16,0.3086170366050235
17,0.291849022749707
18,0.29447707085542624
19,0.28473342469031165
20,0.27577770742881447
21,0.2732100060388223
22,0.2678612063279746
23,0.2634859884729185
24,0.2616137492516389
25,0.25287132870766343
26,0.246053091890303
27,0.24049477411360498
28,0.21359173376448645
29,0.20497951821965749
30,0.20346347475745447
31,0.18929152446146502
32,0.18693183933006693
33,0.18648162914680896
34,0.18638450002308385
35,0.1851806945740122
36,0.18214555370722707
37,0.17118685945362594
38,0.16935084781682935
39,0.16047015687576469
40,0.16031814199309052
41,0.15868446802032993
42,0.15884945615588925
43,0.15799335567679565
44,0.15263342956356682
45,0.1526848966901581
46,0.1526321081735453
47,0.15235053766597095
48,0.146240276087856
49,0.14331271639934953
50,0.13995642345626735
51,0.13191534683482437
52,0.13041048548830048
53,0.12256605978168493
54,0.12271881152826816
55,0.11942450339912782
