Iteration, HV Value
1,0.6263979403094551
2,0.6315225183544296
3,0.6359200064626687
4,0.636686696672552
5,0.6424145948215525
6,0.6426636413800833
7,0.6432570779715318
8,0.6436509754777349
9,0.6440565724395799
10,0.6449266559289496
11,0.6454270882286539
12,0.6455309984391511
13,0.6458471181531528
14,0.6465287097138924
15,0.6468005845346045
16,0.647196178197
17,0.6473808631803769
18,0.6476566864528827
19,0.6481730339650407
20,0.6485029741583935
21,0.6484972182091501
22,0.6486076511192526
23,0.6491935809329331
24,0.6493336757966939
25,0.6496950253299876
26,0.6500178838218276
27,0.6501729270862334
28,0.6503199755469687
29,0.6506364356314888
30,0.6508037237708729
31,0.6511385497271199
32,0.6515638133580707
33,0.6519499707662377
34,0.6522698784783799
35,0.6524637601500051
36,0.6526261855284002
37,0.6527620236220435
38,0.6528561608656519
39,0.6529205349076352
40,0.6531301381950944
41,0.6532874637987889
42,0.6537220365915888
43,0.6536464848001879
44,0.6538047051663165
45,0.6539106994737107
46,0.6541092125171961
47,0.6542463139121835
48,0.654352374548053
49,0.6544283524132374
50,0.6545184327059557
51,0.6546400739595889
52,0.6547030987571228
53,0.6549407450762641
54,0.6550036987345693
55,0.6551445336344125
56,0.6556019432677758
57,0.6603143348345224
58,0.6604183641323231
59,0.6603785183905889
60,0.660534882724224
61,0.6607771315960252
62,0.66100110147912
63,0.661102364852759
64,0.6609445652942539
65,0.6610139345648264
66,0.6611124962843674
