Iteration, HV Value
1,0.6256480581503596
2,0.6260973773013768
3,0.6296687671720295
4,0.6314563513134519
5,0.6371568064336822
6,0.6401209295518588
7,0.640136399415157
8,0.6401384636164381
9,0.6406804892205913
10,0.6406817145033714
11,0.6406863387628675
12,0.6406877597846109
13,0.6406877598679488
14,0.6407048839650578
15,0.6407137112151697
16,0.640908305773888
17,0.640908305773888
18,0.6409083093565525
19,0.6409083093565525
20,0.6410972074612183
21,0.6410972074612183
22,0.6410988600530645
23,0.6410988711416252
24,0.6410999604914839
25,0.6411090239025216
26,0.6411118928573932
27,0.6414830879402184
28,0.6414833086947996
29,0.6414833086947996
30,0.6414850968272148
31,0.6416273693119722
32,0.6422999905798346
33,0.6422999925386006
34,0.6423030571222662
35,0.64234303921961
36,0.6423452018097978
37,0.6423459860144555
38,0.6423459860144555
39,0.6423489595414101
40,0.6423489931545294
41,0.6425477958065822
42,0.6429583563551841
43,0.6429583563551841
44,0.6430677722066915
45,0.6430680891757842
46,0.6438783911285708
47,0.6438785475784331
48,0.6439313654604822
49,0.6439326274961187
50,0.6442943110210932
51,0.6442957147253405
52,0.6443035005605734
53,0.6443057582497408
54,0.6446680412188088
55,0.6446682821714086
56,0.64466967849979
57,0.6446702800852758
58,0.6456356253101199
59,0.6456367870228582
60,0.6456388571628066
61,0.6456397423262396
62,0.6456401909975915
63,0.6456401909975916
64,0.6456402095139024
65,0.6456415909569151
66,0.6456430964953483
67,0.6459542263769635
68,0.6459551059966955
69,0.6459559666707214
70,0.6459559734129963
71,0.6459560510132789
72,0.6460706159172885
73,0.6460709531511274
74,0.6460709531511274
75,0.6460717167874936
76,0.6460717167874936
77,0.6460717167874936
78,0.6460717216270477
79,0.6460721900368837
80,0.6460724256051181
81,0.6460788941922125
82,0.6462092535520122
83,0.6462097733771381
84,0.6462099260839816
85,0.6462101837461217
86,0.646210246323363
