Objective1,Objective2,Objective3
25,428.07681094952954,2586.495021081011
25,429.8604224234893,2554.630203836716
26,398.79071361181093,2550.602569235877
35,352.33418894690624,2781.0212176859354
32,360.6575760708078,2802.9310889195003
25,412.8753901872284,2599.000628145294
30,370.4922652512731,2640.9373509116367
27,388.14738438379464,2556.6764714241162
32,364.35695886934667,2700.3121724797124
31,367.1539533466122,2671.993243689012
35,354.5231141739708,2745.0851651285475
28,383.1759528475128,2560.2076796991505
34,352.98555613404284,2778.235786948838
26,396.32234409315663,2570.200439791505
33,358.6367023329966,2726.701730305597
29,376.1782702874342,2618.8776585412297
33,357.9473033407152,2732.850753436014
32,365.04635786162805,2694.163149349295
31,366.6084862663406,2672.4474205967567
34,355.3847956833053,2742.3797337806473
29,376.1782702874342,2618.8776585412297
28,379.02419212003906,2604.808388836896
31,366.19622581411375,2781.684788390913
26,396.32234409315663,2570.200439791505
28,379.02419212003906,2604.808388836896
28,379.02419212003906,2604.808388836896
32,365.04635786162805,2694.163149349295
31,366.19622581411375,2781.684788390913
