Iteration, IGD
1,0.4864482924339357
2,0.4731929074122227
3,0.4575387323902616
4,0.42455832581583214
5,0.3969036511590809
6,0.37030893561769596
7,0.36553161514449967
8,0.36430533183251035
9,0.3572748309637354
10,0.3553643933215877
11,0.3289543790289598
12,0.3182507114067131
13,0.29416522502239295
14,0.24553726549505067
15,0.24367694977406434
16,0.237425220366135
17,0.21874918153697526
18,0.20647526917171807
19,0.20597705417317744
20,0.2047627266359025
21,0.2028418392727518
22,0.19559953622241028
23,0.181434023151857
24,0.1799276093525616
25,0.17512292082325712
26,0.17590974680752627
27,0.17557889975745167
28,0.16109929944016327
29,0.15467883445027825
30,0.1532167962133485
31,0.14768320968383863
32,0.14568371292034132
33,0.14109233249403502
34,0.13881594660303506
35,0.12525086131843602
36,0.11367564608607549
37,0.11263040076197264
38,0.11191382355838943
39,0.11179344925087312
40,0.1106217103110837
41,0.10071187179176266
42,0.10050833649114145
43,0.10015199238435303
44,0.09652878548032724
45,0.09334412386498099
46,0.09414732797743049
47,0.09328627752208103
48,0.08955675657689655
49,0.08441751163956158
50,0.08392334151582903
51,0.07857889483226808
52,0.07868059563760571
53,0.07777518526702548
54,0.07750756172632839
55,0.07665626215985806
56,0.07571437978650863
57,0.07495248835591023
58,0.06480003656668351
59,0.05848683562172595
60,0.05823439792730729
61,0.05863759726406761
62,0.057551358837605274
