Objective1,Objective2,Objective3
26,400.66354806135905,2557.4195758101014
44,319.3125763989583,3264.019054470212
42,319.5094049018599,3149.9419201673545
35,335.5787153290772,2876.1276028932675
34,340.01564372611966,2811.666195399283
40,322.1212949304864,3038.3856815551076
30,358.1992965281401,2689.5948083018097
31,352.80471747403607,2720.1508145591793
41,321.48807948341283,3127.8253722785903
32,348.86266581830864,2760.5703617674512
27,384.8991682781296,2637.477351305899
36,330.00647010322706,2897.498673955553
33,344.9135973019486,2784.4888460691377
39,324.0043430017411,2986.246942390849
28,371.1175162841418,2589.6923196824796
37,327.9324894190104,2939.3442693787256
26,397.5578298074009,2572.367142474726
28,374.8645757938154,2583.4964407638945
27,387.1356696500566,2578.3564640973536
38,325.57560145403147,2960.8448515193368
29,364.15571103913106,2657.0456142523467
29,364.5994297790815,2653.443888545524
