Objective1,Objective2,Objective3
25,1842.760715458372,3107.108887115284
25,1807.4614701414937,3131.3160156965355
25,1924.9606250055103,3008.5688930237366
25,1900.1542630064491,3027.3537125182324
25,1928.9649152776346,2992.520132034972
25,1725.7077898291946,3248.2787616254163
25,1899.8640719092002,3032.4512898754324
26,1805.574463152262,3100.0885872143194
26,1671.7175508805585,3721.3121859434104
25,1875.17176118028,3041.084619634467
25,1860.2893718034995,3050.4072813007074
24,1812.9990472846132,3282.6371942726882
25,1683.9965125832255,3679.447702682666
24,1735.3326452141002,3637.9445563587688
24,1698.6325004096095,3836.282052539874
24,1731.5521331839102,3656.96638869952
25,1766.2501126674701,3140.3288551373703
25,1908.461961759385,3009.8661677166488
26,1670.7596638624727,3754.775688852868
26,1666.185707594188,3819.0987204841317
26,1670.7596638624727,3754.775688852868
25,1691.470362142028,3348.682521959443
24,1695.2159723013972,3838.9162697111337
25,1701.6810237207935,3315.349410250864
24,1972.88279678079,3051.9526244933136
24,1706.6891251812856,3668.7429364126624
24,1704.2562417122688,3739.1805938084754
24,1883.7945653752215,3097.3063435799713
24,1735.3326452141002,3637.9445563587688
24,1878.9322236814357,3128.6161945819736
24,1837.3785297120676,3226.7713244217152
25,1689.137485558626,3659.751618160331
24,1815.9705581613248,3236.588386368735
25,1819.2844357943416,3119.700859648827
24,1684.2629170280097,3864.3716278070256
24,1843.2541545274646,3148.8766060016005
25,1899.8640719092002,3032.4512898754324
25,1732.5274553720853,3213.2070557254847
25,1928.4202530404264,2994.027841725989
24,1917.683821008171,3065.2914695305403
25,1717.3887532248525,3248.278761625417
24,1738.7518500265826,3620.901200090212
25,1680.6623516628033,3747.179507597744
25,1697.527611951096,3336.58198239516
24,1905.3025539068624,3096.785656473696
24,1832.4879315787025,3229.768776070978
24,1788.7660779689072,3511.3539953656896
25,1675.6402502209244,3805.295479456661
24,1799.7479108350035,3311.1166412165867
26,1661.044952890954,3839.3767115410415
26,1664.7781566548488,3828.4147533356277
26,1805.92159062519,3064.470692545231
24,1795.1478646721516,3319.416242896832
24,1757.9247239986037,3589.5343871702303
24,1879.3635651707316,3121.0352156553154
25,1901.1381128082364,3018.2397039761618
24,1750.526306446254,3591.584140019808
26,1679.9807428034014,3699.335057205641
