Objective1,Objective2,Objective3
25,1640.2013032230348,3056.842775147417
25,1600.237146783563,3140.17150362665
25,1752.587088070041,2987.9483136849635
25,1459.2246109902123,3345.307794032091
25,1605.806752588347,3114.97608868955
25,1485.789827240991,3337.2648768778945
24,1530.0125039679424,3209.8283287092686
25,1460.9491563048587,3340.341793776104
24,1504.1243534370121,3609.852033343548
25,1512.1889807298892,3296.1750590509637
25,1624.7573735419126,3082.777288562251
25,1486.1812636093018,3334.673824990302
25,1486.6129307223393,3332.2625452350726
25,1745.0468290013434,3032.671217482272
25,1440.582079767654,3390.5084989444413
24,1481.8290893362298,3691.6556287864
24,1491.7319817213388,3671.809383013412
25,1488.895139071815,3330.454312805989
24,1499.857394756368,3671.1795736779986
24,1541.5146245008584,3181.8415930607193
25,1439.9531947264397,3458.826685776607
25,1504.4480903060578,3309.8418632901353
25,1453.4149527050686,3381.542291219682
24,1511.3836821450864,3592.9892186211187
24,1518.6753736830499,3583.753257246661
24,1586.1291714496676,3170.7040467946795
24,1518.8401193757159,3235.7928925539077
