Objective1,Objective2,Objective3
25,1924.1484549761842,2920.3726274781993
26,1748.6249914096816,3356.660198101672
26,1748.7008940616372,3349.9519180677307
25,1796.2238074933193,3079.740994764209
25,1877.1705447169018,2994.4261855572236
26,1736.7591059857937,3427.5047481724414
26,1745.0600599726847,3376.371246813684
25,1766.0928465929057,3291.742002126254
25,1886.748299020924,2973.0771082178776
25,1749.7838226870801,3313.1385008337643
24,1976.5236138876573,2960.0454460152173
25,1896.1409829811582,2940.7725578192235
25,1854.5595548986712,3013.0633330267
25,1951.312534001815,2918.2231229491786
24,1847.9837476393116,3048.443657718646
25,1769.2652406370923,3241.26280730469
24,1789.0848120179896,3110.437029413824
25,1859.387397336288,2996.12577877693
24,1840.0232557404258,3070.4145423359532
25,1756.6020002269463,3296.300314383253
25,1895.164158011347,2952.2365906768423
26,1814.8158240220782,3068.6947132550326
26,1733.118271896841,3453.9240769183943
25,1851.9530646071023,3032.5123512123573
25,1823.6969377073626,3056.094202815823
25,1756.4954932713124,3300.8912290438498
24,1759.9457821811038,3560.8533196537614
25,1769.1587336814584,3245.8537219652862
25,1846.7074174690304,3047.904565126576
25,1952.9133452839583,2915.8760727893323
25,1883.206721075746,2984.5411410754964
24,1847.9460433348795,3055.1121857773614
24,1847.9460433348795,3055.1121857773614
25,1778.2051427839363,3134.835795647277
25,1849.2469045242908,3036.240729033928
25,1886.4840545928503,2976.049810228807
25,1858.4639015155321,3008.7903881871443
24,1949.1828659215055,2971.7560293826346
24,1847.9837476393116,3048.443657718646
24,1776.3658974015987,3318.543793983596
25,1745.4222805395673,3485.21906132185
24,1794.3675695999707,3080.5573966565735
26,1766.4547903431653,3247.2460555830953
24,1939.740684193181,2979.0260532593393
24,1766.859000272824,3559.553525363814
25,1880.440859646473,2984.6774169378155
26,1748.7008940616372,3349.9519180677307
24,1862.8806849140672,3044.4550258202407
26,1733.1941745487966,3447.215796884453
