Iteration, HV Value
1,0.6085518038068295
2,0.613405686693086
3,0.6164387222355785
4,0.6169982190149153
5,0.6188917913495634
6,0.6205500298372637
7,0.6207438076552089
8,0.6216031111449983
9,0.6225251773164903
10,0.6233845834285562
11,0.6246155565092543
12,0.6260699539962289
13,0.6263618571969235
14,0.6271928710398378
15,0.6277344658557289
16,0.6288832917119392
17,0.6298089796206234
18,0.6318459843139973
19,0.6319501357858008
20,0.6322678709671673
21,0.6321606502749276
22,0.6324878566645595
23,0.6331604449697884
24,0.6340487878580978
25,0.6341982176211467
26,0.63465739574597
27,0.6349868392832685
28,0.6350264234340819
29,0.6354311015181333
30,0.6352954907881984
31,0.6352609785453314
32,0.6354980070986855
33,0.6365728542975541
34,0.6368515198772434
35,0.6370631370677957
36,0.6374797848617368
37,0.6378825337272614
38,0.64258556110072
39,0.6430206964451904
40,0.6431513202924677
41,0.6435697163607584
42,0.6435731764339323
43,0.6443336847764992
44,0.6443973983836505
45,0.6450830334949129
46,0.644951164727461
47,0.6451175643595072
48,0.645277597873826
49,0.6457336869468857
50,0.6468084898160885
51,0.645692317227114
52,0.6456883921085901
53,0.6457473807996748
54,0.6459325321451594
55,0.645994267057914
56,0.6461308461679097
57,0.6462050010758987
58,0.6465246046127977
59,0.6466670960071487
60,0.6469713009434346
61,0.647247855013953
62,0.6472814287262789
63,0.6472107695273671
64,0.6473433075878624
65,0.6476423106441441
66,0.6472113505335528
67,0.6476753166614322
68,0.648538826377981
69,0.6485546057672859
70,0.6485703655260276
71,0.6486407156235398
72,0.6490200525416204
