Objective1,Objective2,Objective3
25,459.6385015246593,2666.252708323347
36,378.86429088633525,3018.328935677999
26,426.09583011840476,2613.7622785341487
25,443.2456195216546,2760.7131135253085
32,396.04285807592123,2816.0928973372215
31,399.2452332727152,2785.5684236072457
33,394.6704724785683,2869.2639387927397
33,391.33314322713,2907.9200364580356
35,383.21912611093853,2987.441953586149
34,387.95172189378906,2937.814823920386
34,386.51297415580507,2959.839954641665
27,418.80667441497883,2644.169176574916
25,450.1087357714625,2691.074062170342
27,423.6545363961394,2644.0597783607204
28,413.53472605913885,2692.344663937601
29,409.2301561026228,2727.256277912211
29,409.2301561026228,2727.256277912211
26,426.09583011840476,2613.7622785341487
30,406.16351559495945,2764.164319030504
35,380.3671619930701,3012.3082725084932
30,403.203241049499,2772.359725438931
28,413.53472605913885,2692.344663937601
30,403.203241049499,2772.359725438931
35,380.3671619930701,3012.3082725084932
