Iteration, IGD
1,0.4010148796984545
2,0.3810057598044019
3,0.35282980250214413
4,0.35003645014215456
5,0.3377566029676116
6,0.33436223855278074
7,0.32449654311256926
8,0.30944053643271763
9,0.291957752240555
10,0.29246295878032286
11,0.2831691073454816
12,0.27913225277533205
13,0.2739839253704522
14,0.2693797054958375
15,0.2603496504425824
16,0.2588767504316646
17,0.2448562011887296
18,0.24265969879874444
19,0.22309183834469454
20,0.22264475029070685
21,0.20953426391241087
22,0.19312934772340726
23,0.19301153756231923
24,0.19256153700379905
25,0.18298323066152183
26,0.1789537403713512
27,0.17990613978515338
28,0.17941448027903895
29,0.17927278936372762
30,0.1799130490521691
31,0.17366591612542792
32,0.17351588968761855
33,0.16874195684860804
34,0.16852580945965331
35,0.16814305680303826
36,0.16323927495025883
37,0.16234941416562548
38,0.15717682162743102
39,0.1515273601310939
40,0.13680270317565704
41,0.12934438974264853
42,0.12550388433090803
43,0.12403068571047214
44,0.12148801673075793
45,0.11905922502246541
46,0.11904660042814978
47,0.11860912746788113
48,0.11889486669502043
