Objective1,Objective2,Objective3
26,1895.7313296989266,3007.9111147586536
25,2007.1176647042141,2980.7307529660893
25,1884.431284204449,3103.383567818494
25,1998.2378757719684,3002.343121659729
25,1990.576942225846,3020.558727092011
26,1789.6927622791454,3072.2189451025124
26,1794.2701636103204,3064.033563428544
25,1725.5257372859019,3318.1875989558125
25,1725.5257372859019,3318.1875989558125
25,1753.0553939525344,3199.9441958706907
25,1730.9429925494735,3317.950594250438
26,1852.9135376834997,3062.241172763065
25,1730.9429925494735,3317.950594250438
25,1745.205835171925,3262.4997567833525
25,1769.9262526272537,3190.96740443992
25,1724.6348010193958,3347.4885119219816
25,1770.081137215395,3173.79813869663
25,1992.4294908921581,3005.447867681952
25,1742.5644629144092,3271.901555944318
25,1770.081137215395,3173.79813869663
24,1755.4782456726655,3204.63277363557
24,1754.2151931792416,3226.197823731321
26,1782.3294568243473,3102.4585237908896
25,1769.9262526272537,3190.96740443992
24,1758.7930404602876,3196.148813991696
25,1732.4408356864103,3316.742066501533
24,1770.9659664677404,3182.672848063479
25,1707.6504742139105,3407.2432793883013
24,1749.3548574591684,3236.817102598549
24,1761.3060272384869,3196.148813991695
25,1723.3930148883117,3350.442621836837
25,1742.5644629144092,3271.901555944318
25,1725.245270948158,3338.8165969342917
25,1779.1670935248399,3136.9692990434523
25,1760.2392950572196,3195.3879590506835
24,1841.6482411910426,3115.021418081993
25,1722.7055871891191,3368.999507791788
24,1761.3060272384869,3196.148813991695
25,1772.0228496055097,3140.0869463106837
24,1832.1914336236762,3116.311649425347
25,1707.6504742139105,3407.2432793883013
25,1782.2370899891669,3123.5500309686863
25,1769.9262526272537,3190.96740443992
25,1721.463801058035,3371.9536177066434
24,1841.6482411910426,3115.021418081993
25,1707.6504742139105,3407.2432793883013
24,1761.3060272384869,3196.148813991695
25,1699.5547628061893,3407.829011390257
24,1770.9659664677404,3182.672848063479
24,1736.151317672208,3406.8800287005934
25,1720.7382575921563,3394.343193769008
25,1756.339816103211,3199.369062886484
25,1890.8529058645292,3033.168880140915
24,1897.8215759514208,3083.820113209354
25,1732.6822461988338,3293.1503097146774
