Iteration, HV Value
1,0.4669142142633591
2,0.46892893596778024
3,0.47341008390729883
4,0.4738647667655878
5,0.47439814194410307
6,0.4744108839639246
7,0.4752600010295305
8,0.4761541361529209
9,0.47621849495565705
10,0.47847132219837485
11,0.4825351415710771
12,0.48257644264122657
13,0.4832496322823128
14,0.48317383336209696
15,0.4841003371314653
16,0.48405783399035746
17,0.48416021737768133
18,0.484206642153638
19,0.48459468914902765
20,0.48469205122555836
21,0.48486214894722335
22,0.48491903818792725
23,0.48487277302160614
24,0.486480206572037
25,0.48643386759807106
26,0.48659884460992386
27,0.4893428794031344
28,0.4907560875414098
29,0.4922817605117688
30,0.4930284774706848
31,0.4928244851298019
32,0.4928518639183907
33,0.49282834133697073
34,0.49299146283229106
35,0.4935110723904952
36,0.4934932423867443
37,0.493719383106027
38,0.49382977377327003
39,0.49362869475901
40,0.49488582572593576
41,0.4946617371130516
42,0.4948810998441836
43,0.49604596203781876
44,0.49608632120333557
45,0.49651007161151
46,0.49648561973299343
47,0.4965729678758111
48,0.4964655656867948
49,0.49656563618427235
50,0.4967823239159082
51,0.49684296144982504
52,0.4968895001187283
53,0.49711385522163304
54,0.497191982238045
55,0.4974676822375687
56,0.4973844981475132
57,0.4978443181258726
58,0.4980742141707837
59,0.4987027257390557
60,0.5017978852960433
61,0.5018573923664381
62,0.5019786839041753
63,0.5024604207604321
64,0.5024596953102674
65,0.5032280313711887
