Objective1,Objective2,Objective3
26,1135.5302047756568,3132.0287748099163
26,1057.1460010420556,3241.4987127223903
25,1139.209344706144,3101.8810643134534
26,1126.8215242076353,3147.131216640361
26,1047.4336093908892,3255.150275149653
26,1027.8618200286164,3332.362116772323
25,1248.2408667430948,3035.5297083828846
26,1040.7564950509518,3298.6469420268804
24,1310.5710271337666,3043.5965212563665
25,1139.209344706144,3101.8810643134534
25,1021.3859652958834,3410.445946166337
25,1210.0972517033933,3049.4467088062183
24,1234.124326590699,3146.663746568814
24,1148.66108906055,3232.4500221741873
25,1124.2641363865214,3148.620357718992
25,1210.0972517033933,3049.4467088062183
25,1212.2061498421613,3044.524319277395
25,1013.776278832466,3449.4814201342765
25,1197.8488864423032,3051.4638370313214
25,1110.0862499185034,3152.613178899575
26,1293.221816888609,3014.4169193458833
25,1138.353589564984,3140.485789617265
25,1258.8415463884194,3019.5352856623945
26,1071.9308794918588,3157.3881304307765
24,1059.6941193410426,3310.7915207881174
25,1039.3829775061806,3355.249798676689
26,1024.3303116173427,3353.8181943431396
25,1025.7730051437895,3365.957498102654
25,1078.428259060477,3269.1804045354143
24,1338.8802069984329,3010.35791636738
24,1145.9034545986747,3233.327051035921
25,1044.4327825969074,3333.3185757813735
25,1255.0725691522816,3024.900461682593
24,1398.3342676919149,3010.3579163673794
24,1310.7353060252208,3042.509497333586
24,1088.597224575917,3242.303785062301
25,1065.935070998681,3289.827604131162
25,1013.776278832466,3449.4814201342765
24,1049.9267497212052,3310.874762722246
24,1059.6941193410426,3310.7915207881174
24,1294.9953748741102,3078.7533218715707
24,1287.252830958559,3104.7414481179244
25,1195.2201622764524,3074.6959828213417
25,1059.2202236858511,3301.0753281503758
26,1004.7405036737525,3382.355683729907
24,1078.772639012565,3256.5625808309596
24,1283.5771696353668,3111.210361231439
24,1300.3506989096156,3071.5179838597232
24,1149.6348645519558,3168.474964067718
25,1053.628956305196,3303.479166558425
25,1002.693919020941,3451.545170048154
24,1029.8670443859373,3355.5172725400203
26,1237.7269444488454,3031.7436247875694
25,1295.5299443956037,2977.7961574463156
26,1003.9532064499647,3424.2005189585707
24,1075.07622331398,3277.062697299655
24,1118.9171326642206,3237.557777081764
25,1156.881426550868,3089.633060092363
